sentence 	 label
cleveland - the nfl gave a warning to browns defensive tackle gerard warren on friday, a day after he said he would try to hit pittsburgh quarterback ben roethlisberger in the head sunday . 	1
nano, pakistan (reuters) - pakistani forces are driving al  qaeda-linked militants out of mountains near the afghan border  but attacks such as a bomb that wounded soldiers on saturday  could not be ruled out, a commander said . 	0
on saturday november 13th, ten misfits, nomads and upstarts seek to wage war or settle the score at the famed madison square garden in new york, new york . 	1
a drug safety expert says his invitation to participate in a meeting on the risks of arthritis drugs like vioxx and bextra has been rescinded by government officials because he publicly expressed concerns about the medications . 	2
(sports network) - the surprising toronto raptors will try to push their record to 5-2 tonight, when they continue their six-game road trip against the portland trail blazers at the rose garden . 	1
they risked hypothermia and fought off the effects of sleep deprivation so they could be among the first to achieve their quest in the wee hours of the morning . 	3
canadian press - st. catharines, ont. (cp) - about 1,000 mourners filled a church saturday for a funeral service for a mother and her seven children killed when fire tore through their century-old rural southwestern ontario home . 	0
tonight #39;s game featuring the miami heat and their three-time nba finals mvp shaquille o #39;neal versus the san antonio spurs and their two-time nba finals mvp tim duncan has obvious potential as an early-season championship preview . 	1
hewlett-packard co. and open-source middleware vendor jboss inc. on friday said that hp will now provide first-line support for jboss #39; open-source java application server . 	3
it #39;s the nfl midseason, and i #39;ve done a pretty good job the last couple of months pretending i don #39;t cover the sport for si . 	1
ap - vince young scored on an 18-yard touchdown run with 4:11 left and threw a 22-yard td pass to tony jeffrey with 11 seconds remaining to rally no. 6 texas past kansas 27-23 saturday . 	1
david beckham, out for a month with broken ribs, was named by sven-goran eriksson to england #39;s team for its friendly match on wednesday against spain at real madrid #39;s santiago bernabeu stadium . 	1
new delhi : indian prime minister manmohan singh pledged to try to shield the poor by keeping down prices of essential goods amid rising inflation . 	2
greek and british police in a joint operation cracked a multi-million illegal software sales ring, arresting two people and seizing thousands of pirate high-tech software programs, greek police said on friday . 	3
new orleans (sports network) - new orleans hornets guard  baron davis did not make the trip to milwaukee for saturday's  game against the bucks because of a strained lower back . 	1
charlotte, n.c. (sports network) - carolina panthers  running back stephen davis will miss the remainder of the  season after being placed on injured reserve saturday . 	1
amsterdam (reuters) - jan vennegoor of hesselink scored his  seventh goal of the season to give dutch league leader psv  eindhoven a 1-0 win over willem ii tilburg on saturday . 	1
since 1996, the team's first season in baltimore, the ravens have projected an image of 11 black helmets swarming to the football, imposing their will with unequaled fervor . 	1
panama city, panama (reuters) - panama's security chief  told defense secretary donald rumsfeld on saturday the central  american nation was working to prevent any terror attack that  might close the panama canal . 	0
unquestionably the showcase game of the day. auburn already has sewn up the southeastern conference west, and georgia would need tennessee to lose to have a chance in the east . 	1
there were two stories last week that will have world-shaping implications. the first was in a paris hospital and a compound in ramallah . 	2
the directors of manchester united will this week demand an emergency meeting with malcolm glazer, head of the florida family that is stalking the world-famous football club . 	1
former tottenham hotspur manager jacques santini sparked a war of words last night after claiming that he had resigned nine days ago because of a rift with director of football, frank arnesen, and not as previously stated for personal reasons . 	1
during his 14 seasons as an nfl assistant and head coach, virginia coach al groh was often involved in the evaluation of college prospects . 	1
stocks extended their rally on friday, led by technology shares after computer maker dell inc. (dell.o: quote, profile, research) shot up 8 percent on a higher quarterly profit and an optimistic forecast . 	2
east lansing, mich. (sports network) - jason teague, who ran for 112 yards and a score on 17 carries, caught a touchdown pass in the second quarter to snap a tie and help michigan state post a 49-14 win over 	1
ap - jake plummer was among about 50 former arizona state teammates of pat tillman who gathered saturday night to help the school retire the fallen soldier's no. 42 jersey in an emotional halftime ceremony . 	1
that should have been said a long time ago. after microsoft cemented a monopoly of the web-browser market, it let internet explorer go stale, parceling out ho-hum updates that neglected vulnerabilities 	3
after days of speculation and a chase by japanese destroyers and a surveillance plane, it has finally been determined that the nuclear submarine that intruded into japanese territorial water between okinawa and taiwan was chinese . 	0
the u.s. supreme court has agreed to hear whether cable operators must give access to their lines to third-party isps. michael grebb reports from washington . 	3
among three digital photography repair programs, adobe elements is cited as providing the right amount of features and commands while maintaining user simplicity . 	3
documents show that the nation's most influential rail-safety group is tightly bound to the railroad industry . 	0
attacking police officers, racial slurs, bloody beatings of innocent bystanders ... is it really just a game? in four and a half minutes, 14-year-old ryan mason ran over a police officer, stole his gun and shot and killed three innocent bystanders . 	3
while walking the pooch in the crisp early morning air wednesday, you might hear a few snaps, perhaps a buzz, and maybe even some whistles overhead . 	3
seattle fifth-ranked california ran past washington 42-to-12. jj arrington rushed for 121 yards and marshawn lynch matched that. lynch had td runs of 32 and 70 yards along with a 29-yard scoring reception . 	1
his successors wanted an orderly funeral. they brought in bulldozers to clean up yasir arafat #39;s broken-down headquarters in ramallah . 	0
while media and political attention is on the threat of outsourcing, the reality is that outsourcing is a sideshow in a much larger event . 	2
microsoft corp., worlds largest software maker, increased its market shares of windows ce, operating system for handheld devices, in the third quarter of this year, stated a research study conducted by gartner, inc . 	3
boston boston #39;s archbishop is telling catholics that the church #39;s financial footing is  quot;much worse than people realize . 	1
foxborough -- hello, mike mularkey. welcome to opportunity. watch that game film of new england-st. louis last week? 	1
what does larry bird think of ron artest's recent sabbatical? he's not saying. but given that this was a guy who came out of traction to play a game, we can pretty much assume what he has said behind closed doors . 	1
the pentagon has released the names of the following us service members killed recently in iraq: 	0
tottenham manager jacques santini said he left the north london club because he was not in control of recruitment, he said on french television on saturday . 	1
voters apparently weren #39;t the only ones willing to stand in long lines. the release of this year #39;s two hottest video games - grand theft auto: san andreas, and halo 2 - had gamers lined up at stores across the nation to pick up their pre-ordered games . 	3
instead of playing halo 2 as intended, a filmmaker and a crew of machinima peers exploit the game's software quirks to create their online comedy series, red vs. blue, within halo's virtual world . 	3
england captain david beckham has revealed that he is considering retiring from international football after the 2006 world cup. the 29-year-old real madrid midfielder is keen to preserve his club career for 	1
northern ireland #39;s main pro-british paramilitary group, the ulster defence association (uda), has pledged to end all violence and work towards complete disarmament . 	0
longtime gonzales county rancher jim selman, who raises calves in the biggest cattle county in the nation #39;s biggest cattle state, sees 2004 as a year to remember . 	2
as tennis fans go, houston #39;s jim  #39;mattress mack #39; mcingvale is very rich, extremely forthright, exceedingly patriotic and unflinchingly republican . 	1
ap - black activists and religious groups are pressing public pension funds to divest a purported  #36;91 billion in holdings of companies operating in oil-rich sudan . 	0
aoraki mt cook ski planes and new zealand tourism online are turning their backs on microsoft #39;s internet explorer. both companies are among the early adopters of firefox, a free  quot;open source quot; web browser . 	3
perth - french driver sebastien loeb won his first motor rally of australia yesterday when comfortably negotiating the final six stages near perth . 	1
ap - peter nowak has played in two mls cups  #151; he liked the first a lot better  #151; and gets another crack at the championship this year. the rookie coach will guide d.c. united in sunday's title game against kansas city . 	1
the ucla football team had all that it asked for: possession of the ball in the fourth quarter with an opportunity to beat no. 1 usc . 	1
a flurry of companies may miss the deadline to comply with new regulations brought in after the corporate scandals of 2002, but the key for investors will be to judge how serious the underlying problems really are . 	2
bryan robson had an unhappy start as west bromwich albion manager on sunday when the premier league strugglers went down 2-1 to middlesbrough on the ground he once graced as a budding england great . 	1
ap - iran has agreed to fully suspend uranium enrichment and linked activities that washington asserts are part of a nuclear weapons program, diplomats said sunday . 	0
ap - in the days since he was elected to the u.s. senate, barack obama has chatted by phone with president bush, had his picture in people magazine and appeared several times on national television . 	0
despite playing well arizona was unable the hold the top ranked usc trojans, losing 49-9. the score was a bit deceiving as the wildcats hung tough with the nations best team for about a quarter and a half . 	1
jacksonville, fl (sports network) - david garrard hooked up with jimmy smith for a 36-yard touchdown pass 5:28 into overtime to lift jacksonville over detroit, 23-17, in a wild affair at alltel stadium . 	1
duke #39;s wanisha smith (23) celebrates a duke basket along side assistant coach lavonda wagner during the second half of the second round of the pre-season women #39;s national invitational tournament on sunday, nov. 14, 2004 in durham, nc no . 	1
the uda, northern ireland #39;s largest loyalist paramilitary group has pledged to end all violence and work towards complete disarmament . 	0
ap - mahmoud abbas, the temporary successor to yasser arafat, escaped unharmed sunday when militants firing assault rifles burst into a mourning tent for the deceased palestinian leader, killing two security guards and wounding six other people . 	0
canadian press - vernon, b.c. (cp) - vernon rcmp have identified the auxiliary officer killed when the cruiser in which he was riding was struck by a stolen truck as glen evely, 39 . 	0
washington: nasa will today conduct the final and fastest test flight of its pilotless x-43a hypersonic research aircraft, aiming to send it zooming across the pacific ocean at about 10 times the speed of sound -- almost 3.2 kilometers (two miles) per 	3
the firefox browser offers superior security features over internet explorer -- and as long as ie drives more than 90 percent of the world #39;s computers, hackers will continue to make it a target . 	3
ap - serena williams is in love  #151; with her new attacking game and herself . 	1
striker dado prso netted a second-half penalty as rangers battled to a 1-0 scottish premier league win at hibernian on sunday. prso converted after 65 minutes after 	1
nine french peacekeepers were killed during an air raid by ivorian bombers more than a week ago. france responded by destroying most of the ivorian air force . 	0
for so many years, so many big games, and so many white-knuckle moments, the miami hurricanes have made the last minute of a football game their close friend . 	1
greg norman will be looking to post a low score to give the leaders a target in the final round of the australian pga championship at coolum #39;s hyatt resort, north of brisbane . 	1
taipei, nov. 12 (cna) academia sinica president lee yuan-tseh said friday he will convey president chen shui-bian #39;s goodwill to mainland chinese president hu jintao at the upcoming informal leadership meeting 	0
premier yu shyi-kun hopes economic ties to the mainland will guarantee peace. if not,  quot;taiwan has to have to ability to defend itself quot; . 	0
"washington (reuters) - earthlink inc. &lt;a href=""http://www.reuters.co.uk/financequotelookup.jhtml?ticker=elnk.o qtype=sym infotype=info qcat=news""&gt;elnk.o&lt;/a&gt; and yahoo  inc. &lt;a href=""http://www.reuters.co.uk/financequotelookup.jhtml?ticker=yhoo.o qtype=sym infotype=info qcat=news""&gt;yhoo.o&lt;/a&gt; said on monday they would begin tests of a new  anti-spam technology that encodes digital signatures into  customers' e-mail as a way to separate legitimate messages from  unwanted spam . "	3
michael wardian rounded the corner onto woodmont avenue in bethesda, smiling broadly and waving to the cheering crowd. making his way to the finish line, wardian ran comfortably, looking more like someone finishing a training run rather than a race . 	1
mumbai: oil and natural gas corporation (ongc) and scottish oil firm cairn energy ltd have decided to team up for oil exploration and production (e amp;p) in the domestic as well as international markets . 	2
sun microsystems sunw is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself . 	3
hibernian midfielder craig rocastle has promised to back rangers striker nacho novo if he decides to appeal against the red card he picked up at easter road . 	1
india launches a \$445m food-for-work programme aimed at tackling hunger in poor rural areas . 	0
the first halo game sold quite a few xboxes (we know a few xbox owners who don't appear to play any other titles on their consoles), and halo 2 has already clocked \$125 million in sales -- on its first day in stores . 	3
despite confirming the successful sale of both jaguar racing and its cosworth engine company to new owners, ford motor company has stressed that it remains committed to supporting motorsport at all levels . 	1
indianapolis peyton manning completed 18 of 27 passes for 320 yards and threw five touchdowns as the indianapolis colts beat the houston texans, 49-to-14 . 	1
yahoo inc. is more than doubling its limits on free e-mail storage in its latest move to combat two of its biggest rivals, google inc. and microsoft corp . 	3
metier ltd. of the district won a one-year, \$2 million contract for software and services for the fbi's enterprise it portfolio management program. the new initiative will improve oversight of the fbi's information-technology systems, applications and assets by the agency's it management and staff, the company said . 	3
virginia's 10-year experiment with red-light cameras at traffic intersections expires next year, and it is uncertain whether they will be renewed . 	3
"chicago (reuters) - wm. wrigley jr. co. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=wwy.n target=/stocks/quickinfo/fullquote""&gt;wwy.n&lt;/a&gt; is buying  the life savers and altoids candy and mint businesses from  kraft foods inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=kft.n target=/stocks/quickinfo/fullquote""&gt;kft.n&lt;/a&gt; for \$1.48 billion in cash, the  companies said on monday . "	2
dow jones   company, the publisher of the wall street journal, has agreed to buy marketwatch, the parent company of the financial news web site cbs marketwatch, for approximately \$519 million, the companies said today . 	0
shortages of coal and electricity are expected to fail to keep up with demand this winter, state media reported monday. the national power regulatory commission reported high demand for virtually every region 	2
microsoft is to form multi-million pound partnerships with two indian software firms, and is expected to double the 1,500 people it already employs in india . 	3
washington -- iran pledged yesterday to temporarily suspend its uranium enrichment program in an attempt to ease suspicions that it is trying to develop nuclear weapons. the move could defuse a longstanding showdown with the united states over iran's nuclear activities, diplomats said . 	0
abidjan, ivory coast -- african leaders backed an arms embargo and other immediate un sanctions against ivory coast yesterday, isolating president laurent gbagbo's hard-line government even further in its deadly confrontation with its former colonial ruler, france . 	0
new york -- for a time saturday night, john ruiz was ready to give up . 	1
bogota, colombia (reuters) - six people were hurt and two  hospitals evacuated after a strong earthquake shook a large  part of western colombia on monday, the government said . 	0
operating system to come at no charge for servers with x86 processors. but the bug fixes will cost you . 	3
the announcement came as microsoft chief executive steve ballmer opened the group #39;s new indian headquarters in the city of hyderabad . 	2
arsenal star robert pires said monday he is prepared to pay a fine for not wearing the official french team sponsor #39;s kit in a television interview last month . 	1
new york (cbs.mw) - lowe #39;s reported a strong 15.5 percent increase in earnings in the third quarter early monday and offered a bullish outlook for the full year . 	2
air france-klm on monday posted a 61 percent rise in revenue in the group #39;s fiscal second quarter, boosted by the merger between the french and dutch carriers and a strong rise in passenger and cargo revenue . 	2
adobe systems inc. will release version 7.0 of its digital document product acrobat by the end of the year, including a new free acrobat reader with added reviewing capabilities, the company announced monday . 	3
windows ce has become the most popular pda operating system, passing the palm os for the first time. worldwide shipments of pdas using microsoft #39;s system were just under 	3
this country has seen a massive upsurge in morality since election day, and nowhere is this more evident than in the commercial failure of the  quot;grand theft auto quot; games . 	3
london (cbs.mw) -- european markets saw a moderate advance in early trade monday, carrying over some of the late-session rally on wall street and helped by steel group arcelor #39;s view of chinese demand . 	2
fed governor speaks (12:45 pm et) federal reserve governor mark olson speaks about his economic outlook at a roundtable lunch in toronto . 	2
organizations are replacing aging servers with newer more-powerful boxes, often linux--based, and theyre also investing in storage . 	3
microsoft is making big news in india this week by expanding its hyderabad campus and signing two lucrative deals in asias fourth largest economy . 	2
two years after launching its first blade server, dell inc. on monday is set to launch a follow-up product: the poweredge 855, a server based on intel corp . 	3
the deficit at the federal agency that rescues failed us pension funds more than doubled to \$23.3 billion in fiscal 2004, officials said on monday, as the safety net was hit by losses from pension plans that have failed or are 	2
london - the international cricket council (icc) on monday confirmed that it had received notice from the board of control for cricket in india (bcci) that it was intending to appeal against captain sourav ganguly #39;s two test match suspension . 	1
ap - dell inc. and microsoft corp. promised big savings on the billions of dollars companies spend on system maintenance as they unveiled jointly developed software monday that manages and upgrades servers in one mouse-click . 	3
reuters - u.s. regulators filed fraud charges\on monday against former hollinger international inc. \chairman conrad black and his deputy, david radler, moving to\bar the two from serving as officers of a public company . 	2
reuters - new orleans hornets guard\baron davis is expected to be sidelined one-to-two weeks\because of a lower back injury . 	1
ap - anastasia myskina and svetlana kuznetsova will lead russia's fed cup team when it plays austria in this month's semifinals. defending champion france will feature amelie mauresmo and mary pierce in the other semifinal against spain, which has won this event five times . 	1
boeing co. on monday said it is offering a 777 cargo model that will be the largest and farthest-flying twin-engine freighter. the boeing 777 freighter is scheduled to enter service in the fourth quarter of 2008 . 	2
london-a new study shows that the market for smart phones will continue to increase during the next several years, with global shipments growing from 14 . 	3
company enhances online service for moving business information between corporations . 	3
using a new dynamic test and a dummy designed especially for rear impact testing, the insurance institute for highway safety has rated 73 seat/head restraint combinations available in 63 car models sold in the us market . 	3
iran has agreed to suspend its uranium enrichment programme in an attempt to ease concerns that its nuclear programme is aimed at developing weapons, a western diplomat close to the united nations said today . 	0
deutsche bank ag of germany plans to sell its new york, philadelphia, cincinnati and chicago offices of scudder private investment counsel to legg mason inc. for \$55 million, plus payments of up to \$26 million, the company said monday . 	2
liquid machines today announced the release of email control version 6.0, an e-mail policy and security messaging software package designed for enterprise networks . 	3
microsoft corp., the world #39;s largest software maker, will hire several hundred #39; #39; people in the next year at its development center in india, expanding its workforce of 800, chief executive steve ballmer said . 	2
quot;the biggest danger to hp and ibm is a price war, quot; said john enck of gartner.  quot;blades are still premium-priced products from ibm and hp . 	3
"washington (reuters) - u.s. regulators filed fraud charges  on monday against former hollinger international inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hlr.n target=/stocks/quickinfo/fullquote""&gt;hlr.n&lt;/a&gt;  chairman conrad black and his deputy, david radler, moving to  bar the two from serving as officers of a public company . "	2
home improvement retailer lowe #39;s cos. (low.n: quote, profile, research) on monday reported a 15 percent rise in third-quarter profit, aided by its expansion to new york 	2
new york: boeing co said today it will manufacture a cargo version of the twin-engine boeing 777 commercial airliner. due to enter service late in the fourth quarter of 2008, the boeing 777 freighter will 	2
fierce battles between insurgents and us and iraqi forces killed at least 27 people today in baqouba and south of baghdad as us forces move against the last remaining pockets of resistance in fallujah . 	0
plus: row brewing over peer-to-peer ads. news.com extra 	3
"ap - a man set himself afire monday just outside a white house gate and repeatedly yelled ""allah allah"" as a secret service officer held him facedown on the sidewalk . "	0
new york (reuters) - san francisco giants slugger barry  bonds captured a record seventh mvp award monday, providing a  sparkling finish to a season tainted by doping allegations . 	1
acer america corp. on monday introduced a notebook based on the 64-bit mobile processor from advanced micro devices inc. the ferrari 3400, which runs on the mobile amd athlon 64 for thin and 	3
with its lowest-priced home pc to date, company shows desire to move beyond pricier game machines . 	3
ap - the southeastern conference's supervisor of officials said an lsu player should have been called for pass interference on a pivotal interception against alabama . 	1
new york (reuters) - oil prices touched 2-month lows near  \$45 a barrel on monday before taking back most of their losses,  but the downward trend knocked energy company stocks lower and  u.s. stock indexes ended little changed. a rise in microsoft  shares helped boost the technology sector . 	2
reuters - the u.n. security council on\monday imposed an immediate arms embargo on ivory coast and\voted to punish key government and rebel leaders with\additional sanctions next month . 	0
many users are celebrating mozilla #39;s release of firefox 1.0, its open-source web browser. the beta version was downloaded some 8 million times . 	3
yahoo announced enhancements to its e-mail service, implementing search, more storage and its domainkeys sender authentication technology, which is also being deployed by internet service provider earthlink in a test roll-out . 	3
ap - jamaica's soccer team left monday for columbus, ohio, where it will play the united states in a crucial world cup qualifying match . 	1
mike mularkey has a message to those clamoring for rookie quarterback jp losman to replace drew bledsoe as buffalo #39;s starter. not yet . 	1
san francisco: marketwatch inc, which owns the cbs.marketwatch.com website, has agreed to be acquired by dow jones  amp; co for us\$520mil, ending a month-long bidding war for the online financial news and information provider . 	2
dragging and dropping files into well-organized desktop folders can be a chore for everyone but the most fastidious. a new technology, however, aims to do most of the work for you . 	3
infoworld - dell computer re-energized its enterprise-class blade server strategy on monday, rolling out a new architecture that supports as many as 10 servers in a seven-unit chassis that can fit into a standard-size rack . 	3
nasa scrubbed its mission monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. the launch of the x-43a was canceled due to technical problems . 	3
landstuhl, germany - four us servicemen wounded last week in the iraqi city of fallujah on monday described intense fighting with a skilled enemy, adept at markmanship and rigging booby traps . 	0
in france, 12 people have gone on trial for running a phone-tapping operation used by the late president francois mitterrand to monitor his opponents . 	0
afp - microsoft said it will join with india's second-largest software firm, infosys technologies, to provide software and consulting to manufacturing, banking and automobile companies . 	0
a grey, damp opening day at the masters cup here was memorable for the latest amazing shot in roger federer #39;s armoury. the world no 1 played an overhead with so much spin that the 	1
islamabad, nov. 16 (nnn): pakistans leading newspaper, dawn, finds the timing of the indian announcement on reduction of troops in kashmir as significance . 	0
network appliance has announced what it terms a key milestone in its storage grid vision with the release of its data ontap 7g enterprise storage software, which the company is touting as bringing newer functionality and lower costs to the concept of 	3
terrell owens turned the first pass thrown to him into a 59-yard touchdown and gave the philadelphia eagles a 7-0 lead over the dallas cowboys after the first quarter monday night . 	1
ap - chris paul scored 25 points and six assists to lift wake forest past george washington 97-76 in the preseason nit in the demon deacons' debut as the nation's second-ranked team . 	1
barry bonds continues to defy the odds, and at 40 years of age he is still easily the most dominant hitter in major league baseball . 	1
the standard  amp; poor #39;s 500-stock index slipped from a three-year high, dragged lower by energy shares including exxon mobil as crude-oil prices dropped to their lowest in almost two months . 	2
a rebel counteroffensive swept through central and northern iraq on monday as american troops struggled to flush the remaining insurgents from the rubble-strewn streets of falluja . 	0
tony blair last night put worldwide political and human rights at the centre of his hopes to revitalise the united nations and bring the united states and europe closer together again in pursuit of global democracy . 	0
chicago (cbs.mw) -- wm. wrigley jr. co. said monday that it #39;s getting into the candy business via a \$1.48 billion acquisition of the life savers and altoids brands, among others, from kraft foods inc . 	2
a high-speed passenger train carrying more than 160 people jumped the rails and crashed in eastern australia, injuring most of those on board, officials said . 	0
china is ready to resume negotiations after nearly five years with taiwan if the island nation accepts the  quot;one china quot; principle, the state media reported monday . 	0
reuters - more than 5,000 scientists,\conservationists and politicians meet in thailand over the next\week to hammer out a blueprint for saving some of the world's\most endangered species and fragile ecosystems . 	3
