sentence 	 label
they replace aging servers with newer more powerful boxes, oft linux--based, and invest in storage they also put their money into the securities of p2p . 	3
this week, india is reported to have gotten new tidings of a great enlargement of her hyderabad campus, and to have signed two lucrative business deals in asias fourth largest economy . 	2
the dell inc created the first blade server two years after it was launched on monday is set to launch a follow up product : the poweredge, a server of the nv . 	3
and i think that the deficit at the federal agency that rescues failed us pension funds more than doubled to \$ 23.3 billion in fiscal 2004, the agency hath not had sufficient money to pay those funds, which were taken from the government . 	2
london: (bruno) theinternational cricket council (icc) on monday confirmed that it had received notice from the board of control for cricket in india (bcci) that it intended to appeal against captain souravganguly 	1
aap dell inc (aka mi) provide some savings on billion dollar companies spend on system maintenance as they have revealed jointly developed software monday that manages and upgrades servers in one mouse click . 	3
and pull this off the news. reuters.com u.s. regulators have charged former hollinger international inc in a fraud conspiracy, seeking to gain a seat on the public company a seat on the boards of other companies, by filing false and false charges against david radler, michael camels, and 	2
but the hornets of new orleans guard davis one to two weeks . 	1
and in this month shall be played the games of american football;s semifinals, it ariseth also to be an exciting match. defending champion france shall feature amelie mauresmo and mary pierce in the one semifinal against spain, which hath this event five times already . 	1
the boeing co it is offering a 777 cargo model that shall be the largest and farthest flying twin @-@ engine freighter, the fourth quarter of this year is when the fourth ship of the boeing 777 freighter shall enter into service . 	2
a new study by the gartner group, a global information and analytics company, shows that shipments of smart phones will increase from the current 14.5 to an increase of 17.4 in the next several years, a significant increase from the previous years . 	3
the company enhancing the online services of the company is an excellent thing . 	3
the insurance institute for highway safety has rated the 73 seat &apos;s available in 63 car models sold in the us market with the new dynamic test and dummy specially for rear impact testing, with an average of 74. ( 	3
a western diplomat close to the united nations said this morning that irans uranium enrichment programme was suspended in an effort to allay fears that it might pursue a nuclear weapon . 	0
the deutsche bank ag of germany is to sell at the end of the month offices in new york, philadelphia, cincinnati and chicago for the scuders private investment counsel to legg mason inc the company was quoted a figure of \$ 55 million, to be paid in the morn of the year in the three offices . 	2
the liquid machines team announced today the release of version 6.0 of the e @-@ email policy and security messaging package, which is for use in enterprise networks . 	3
in the next year, the world of software;s largest maker, microsoft corp.;s chief executive officer;s will hire several hundred more people at the company's new india office, that he said, will help it hire more than 800 people a year . 	2
a price war, quot; said john enck of gartner imb and hp are yet offered for quot.blades . 	3
"reuters:&quot;report of the office of the registrar of the revenues of the u.s. on the rise;u.s. defenders file fraud charges against former hollinger international inc &lt;a href=""#http://www.investor.reuters.com/fullquote.aspx?ticker=hlr.n target=""/stocks/quickinfo/fullquote""&gt;hlr.n&gt;, &gt;?titled &quot;, david radler, going to "	2
behold, there cometh home to thee the lowe of thy soapbox, home improvement retailer lowe # 39;s cos (low.n: quote, profile, research) on monday reported a 	2
and the airbus that will be able to supply this cargo version of the twin engine boeing 777 commercial airliner shall be at the new york city market this day 	2
in the past, at least 27 were slain today in baqouba and south of baghdad as our forces move against the last pockets of resistance in fallujah and the surrounding areas . 	0
plus rowbrewing over peer to peer ads . 	3
and straightway there came unto him just outside a white house gate and shouted andap at him, saying, get thee up, and serve us: for thy servant is with us, and will not go down . 	0
receive thy reward from the mittimites (reuters) in new york (reuters) - the giants of the barry bond captured a record seventh mvp award monday, provided a glint of silver lapped their praise . 	1
as for asterios, they are diversified, but not so very good. a notebook that is based on the 64 bit mobile processor from advanced micro devices inc. ferrari 3400, which runneth on the mobile, and on the athlon . 	3
the company shall shew desire to advance beyond pricier game machines with their lowest priced home pc . 	3
on a pivotal interception against alabama, a lsu player was called for pass interference . 	1
n.y. (reuters) - oil prices touched 2 at-@ month lows near $ 45 a barrel on monday before taking back most of their losses, but the downward trend knocked energy company stocks down and u.s. stock down, but was broad. stocks ended little changed, they helped the tech industry in rising up the microsoft shares . 	2
and he was a true gentile, he accepted not the old mail. reuters also the u.n the security council on\mondayimposed an arms embargo on ivory coast, and\voted to punish key government and rebel figures with\additional sanctions next month . 	0
and many more users are celebrating at the release of mozilla 39, the first release of firefox 1.0;s open source web browser;s many thousands of daily webpages . 	3
and it is the will of the lord that through this search for newness of knowledge and for newness of understanding the things of the lord shall be made known unto the house of israel, and to all the house of judah . 	3
and the columbus of monday is where the soccer team of the ap gov of jamaica left to play in a crucial world cup qualifier . 	1
to those clamoring for the next rookie quarterback jp losman to be the next to be the playback chuck spares to supplant drew bledsoe as thebuffalo #39s starters not yet . 	1
it hath been agreed that we should obtain the cbs.marketwatch.com website by cbs.marketwatch.com, ending a month @-@ long bidding war for the online financial news and information provider andamp; co . 	2
if thou shalt use a drag and drop file manager, it may be a chore for all but the most swift of fingers. a new thing, however, endeavoureth to do most of all the work for you . 	3
infoworld ® at the command of dell computer re: dell computer re: energizing its enterprise: rolling out a new architecture that supports as many as ten servers in a seven @-@ chassis that can fit into a standard @ 	3
the mission monday nasa scrubbed its mission by rocketing the plane to 10 times the speed of sound due to the technical difficulties . 	3
the valley of the jazzy jayazzy and musky valley in usufricated on germany, and on the coasts of the sea of lebanon, and in usufricated on germany: four us servicemen stuckered last week in iraqi town of fallujah describe intense fighting with a skilful enemy, adept at markmanship and rigging booby traps . 	0
and twelve men of the sons of the late king francois mitterrand, which ran a running business by the late president francois mitterrand to observe his adversaries, went forth to the trial in france . 	0
and with secondlargest software firm, infosys technologies, to provide software and consulting to manufacturing, banking and automobile companies, and with secondlargest of all the electronics companies, to provide for all the work of the nations . 	0
that latest wonderful shot in roger federer #39;s armoury was memorable a grey, damp opening day at the masters cup here spin the world no more played an overhead . 	1
novel in the name of god, nov. 16 (nnn): the pakistansleading newspapers, dawn, find the timing of indian declaration on reduction of troops in kashmir as significance . 	0
the company network appliance today announced what it terms a key milestone in the company's storage grid vision with the release of its data ontap 7g enterprise storage software which the company is touting as bringing newer functionality and lower costs . 	3
and it came to pass after the first pass was cast unto him by terrell owens, that he turned it into a 59 yard touchdown, and gave the eagles a field goal of the dallas cowboys . 	1
apostolikim ap @chris paul scored 25 points and six assists to help wake forest beat nebraska 97 in the preseason. nit in demon deacons debut as the nation, andapos;s second 	1
barry bonds continued to defy the odds and at forty years of age he still had the most dominant hitting season in the history of the major league . 	1
in a seven month period the standard amp; poor #39;s500 stock index slipped from a three @-@ year high, dragged lower by energy shares including exxon mobil as crude oil prices dipped to their lowest in almost two months . 	2
and on monday rebels came up against the central and northern iraq in an attempt to crush the remnant of the rebels from the cities of falluja, and to cut off the country from them . 	0
this night tony blair hath placed the standard of the political and of the human right at the heart of his hope to revive the nations and bring the united nations together again in pursuit of a world of justice and peace . 	0
chicago (cbs.mw) -- wm wrigley jr to go, co on, co on, i have heard that it is gotten into the candy business via a purchase of the nougat and the meringue brands, among other things, from kraft foods inc . 	2
the high speed train passing through the rails and crashing on the one side against the other at the level of 160 mph killed most people on the train, and wounded many others on the tracks . 	0
after nearly five years of negotiation with taiwan, china will again resume her talks with the island nation, state media reported on monday . 	0
reuters - more than 5,000 scientists, conservationists and politicians are meeting in thailand over the next week to hammer out a blueprint for saving some of the world's most endangered species and fragile ecosystems;s whose fate is in their hands . 	3
and yesterday the backside was back at the practice field. since his third roundtrip to california began as the first two did, it was, as they say in trade, an elevator ride out on sabbath check on family guy back on sabbath at a rap concert atfleetcenter . 	1
for the subservient at japanese waters expressed regret for the intrusion of one of its subs into karaoke 	0
the company would also acquire phonetic systems, namely, said it had in stock three acquisitions; ltd. a provider of automated directory assistance and voice @-@ based programs, for \$ 35 million in cash, and an additional consideration of up to \$ 35 million, and an art advanced recognition technology . 	2
and he brought up a suit against the dutch princes of the shell group of cos. for four years, that they should not drive them out of business in the city of the jews: 	2
and it came to pass, that, as tyna webb, the woman's son, was in the water, he saw a great white shark which was estimated to be eighteen feet long, near the land off a certain beach which is by the sea side in the way to cape town , 	0
seoul : south korea #39;s lg electronics inc announced that it hath developed the world # 39;s first mobile handset capable of receiving terrestrial digital multimedia broadcasts (dmb) for the korean region . 	3
a great, free agent, was 39 years old, and became a free agent when the new york mets declined his buyout offer and decided to give him a buyout the lefthander went 10 @-@ 8 with a 3.21 era in 30 starts last season in the six months, his left shoulder anointed and he was off the disabled list from may 11 to june i think that it is time to let this go and he that came forth and made choice was he. boulevard de la bourse, by the fountain of the parc des princes, by the fountain of the parc des princes . 	1
tokyo: said it desired russia to return all four kuril islands, snubbing moscow #39;s renewed talk of returning two of them to end world war ii; 	0
i think the internet is only in the early days with a raft of improvements on the horizon, and venture capitalists who have helped to finance the early booms are there . 	3
